section,line_item,fiscal_year,budgeted,actual
SPECIAL ARTICLES,Battered Women,2016,199,
SPECIAL ARTICLES,North Branch Nature Ctr,2014,1000,1000
SPECIAL ARTICLES,North Branch Nature Ctr,2015,1000,1000
SPECIAL ARTICLES,North Branch Nature Ctr,2016,1000,
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2014,195,195
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2015,249,249
SPECIAL ARTICLES,Vt. Assoc. for the Blind,2016,249,
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2014,10000,10000
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2015,0,0
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2016,10000,
SPECIAL ARTICLES,American Red Cross,2014,250,250
SPECIAL ARTICLES,American Red Cross,2015,250,250
SPECIAL ARTICLES,American Red Cross,2016,250,
SPECIAL ARTICLES,Our House,2014,200,200
SPECIAL ARTICLES,Our House,2015,0,0
SPECIAL ARTICLES,Our House,2016,0,
SPECIAL ARTICLES,CV Adult Basic Education,2014,0,0
SPECIAL ARTICLES,CV Adult Basic Education,2015,1000,1000
SPECIAL ARTICLES,CV Adult Basic Education,2016,1000,
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2014,0,0
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2015,1500,1500
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2016,1500,
