section,line_item,fiscal_year,budgeted,actual
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2017,23657,23658
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2018,23658,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2019,23658,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2017,2094,2073
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2018,1396,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2019,700,
CEMETERY,Labor,2017,4300,5060
CEMETERY,Labor,2018,4300,
CEMETERY,Labor,2019,6900,
CEMETERY,Materials,2017,1300,25
CEMETERY,Materials,2018,1300,
CEMETERY,Materials,2019,0,
CEMETERY,Repair to Cemetery,2017,1300,0
CEMETERY,Repair to Cemetery,2018,1300,
CEMETERY,Repair to Cemetery,2019,0,
RECREATION,Wages: Recreation,2017,,2767
RECREATION,Wages: Recreation,2018,3554,
RECREATION,Wages: Recreation,2019,5291,
RECREATION,REC: Payroll Tax,2017,,207
RECREATION,REC: Payroll Tax,2018,272,
RECREATION,REC: Payroll Tax,2019,445,
RECREATION,"Dues, Conferences, Travel",2017,,
RECREATION,"Dues, Conferences, Travel",2018,0,
RECREATION,"Dues, Conferences, Travel",2019,275,
RECREATION,Wrightsville Beach Dues,2017,1600,1989
RECREATION,Wrightsville Beach Dues,2018,1989,
RECREATION,Wrightsville Beach Dues,2019,1989,
RECREATION,"Town BOR- mowing, brush hog, aerating",2017,3000,4630
RECREATION,"Town BOR- mowing, brush hog, aerating",2018,3000,
RECREATION,"Town BOR- mowing, brush hog, aerating",2019,3520,
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2017,,
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2018,0,
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2019,480,
RECREATION,Portalet Rental,2017,,
RECREATION,Portalet Rental,2018,0,
RECREATION,Portalet Rental,2019,1200,
RECREATION,Learn to Swim Program,2017,1300,0
RECREATION,Learn to Swim Program,2018,700,
RECREATION,Learn to Swim Program,2019,500,
RECREATION,Recreation Equipment (nets/hardware),2017,,
RECREATION,Recreation Equipment (nets/hardware),2018,0,
RECREATION,Recreation Equipment (nets/hardware),2019,350,
RECREATION,Bandstand Mowing,2017,750,810
RECREATION,Bandstand Mowing,2018,500,
RECREATION,Bandstand Mowing,2019,0,
RECREATION,Walter Kelly Park-Mowing & Portalet,2017,,
RECREATION,Walter Kelly Park-Mowing & Portalet,2018,0,
RECREATION,Walter Kelly Park-Mowing & Portalet,2019,2920,
RECREATION,Shady Rill Park,2017,,
RECREATION,Shady Rill Park,2018,5000,
RECREATION,Shady Rill Park,2019,0,
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2017,,1278
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2018,1500,
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2019,6916,
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2017,,
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2018,115,
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2019,581,
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2017,0,157
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2018,0,
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2019,25,
ZONING/BRD OF ADJUSTMENT,Advertising,2017,500,351
ZONING/BRD OF ADJUSTMENT,Advertising,2018,500,
ZONING/BRD OF ADJUSTMENT,Advertising,2019,0,
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2017,0,1018
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2018,0,
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2019,0,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2017,0,180
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2018,100,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2019,200,
PLANNING COMMISSION,Advertising,2017,500,27
PLANNING COMMISSION,Advertising,2018,500,
PLANNING COMMISSION,Advertising,2019,500,
PLANNING COMMISSION,Mapping,2017,0,0
PLANNING COMMISSION,Mapping,2018,0,
PLANNING COMMISSION,Mapping,2019,0,
PLANNING COMMISSION,Mail Drop/Postage,2017,500,
PLANNING COMMISSION,Mail Drop/Postage,2018,500,
PLANNING COMMISSION,Mail Drop/Postage,2019,500,
PLANNING COMMISSION,Printing & Copying,2017,500,
PLANNING COMMISSION,Printing & Copying,2018,500,
PLANNING COMMISSION,Printing & Copying,2019,500,
PLANNING COMMISSION,Consultation,2017,0,
PLANNING COMMISSION,Consultation,2018,500,
PLANNING COMMISSION,Consultation,2019,500,
