section,line_item,fiscal_year,budgeted,actual
SPECIAL ARTICLES,Waterbury Area Senior Ctr,2015,0,
SPECIAL ARTICLES,American Red Cross,2013,250,250
SPECIAL ARTICLES,American Red Cross,2014,250,
SPECIAL ARTICLES,American Red Cross,2015,250,
SPECIAL ARTICLES,Our House,2013,0,0
SPECIAL ARTICLES,Our House,2014,200,
SPECIAL ARTICLES,Our House,2015,0,
SPECIAL ARTICLES,Washinngton County Diversion,2013,0,0
SPECIAL ARTICLES,Washinngton County Diversion,2014,250,
SPECIAL ARTICLES,Washinngton County Diversion,2015,,
SPECIAL ARTICLES,Central VT Adult Basic Ed,2013,0,0
SPECIAL ARTICLES,Central VT Adult Basic Ed,2014,1000,
SPECIAL ARTICLES,Central VT Adult Basic Ed,2015,,
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2013,0,0
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2014,1500,
SPECIAL ARTICLES,Girls/Boyz First Mentoring,2015,,
SPECIAL ARTICLES,VT Rural Fire Protection Task Force,2013,0,0
SPECIAL ARTICLES,VT Rural Fire Protection Task Force,2014,100,
SPECIAL ARTICLES,VT Rural Fire Protection Task Force,2015,,
SPECIAL ARTICLES,Total SPECIAL ARTICLES,2013,41998,41998
SPECIAL ARTICLES,Total SPECIAL ARTICLES,2014,56011,
SPECIAL ARTICLES,Total SPECIAL ARTICLES,2015,50111,
SPECIAL ARTICLES,Total,2013,1102127,1087402
SPECIAL ARTICLES,Total,2014,1071553,
SPECIAL ARTICLES,Total,2015,1074417,
