section,line_item,fiscal_year,budgeted,actual
SPECIAL ARTICLES,VT Assoc for the Blind,2018,249,
SPECIAL ARTICLES,Sexual Assault Crisis Team,2016,245,245
SPECIAL ARTICLES,Sexual Assault Crisis Team,2017,245,
SPECIAL ARTICLES,Sexual Assault Crisis Team,2018,245,
SPECIAL ARTICLES,Capstone Community Action,2016,249,249
SPECIAL ARTICLES,Capstone Community Action,2017,249,
SPECIAL ARTICLES,Capstone Community Action,2018,249,
SPECIAL ARTICLES,Peoples Health & Wellness,2016,200,200
SPECIAL ARTICLES,Peoples Health & Wellness,2017,200,
SPECIAL ARTICLES,Peoples Health & Wellness,2018,200,
SPECIAL ARTICLES,Circle,2016,199,199
SPECIAL ARTICLES,Circle,2017,199,
SPECIAL ARTICLES,Circle,2018,199,
SPECIAL ARTICLES,Green Mtn Transit,2016,249,249
SPECIAL ARTICLES,Green Mtn Transit,2017,249,
SPECIAL ARTICLES,Green Mtn Transit,2018,199,
SPECIAL ARTICLES,VT Center for Indepent Living,2016,195,195
SPECIAL ARTICLES,VT Center for Indepent Living,2017,195,
SPECIAL ARTICLES,VT Center for Indepent Living,2018,195,
SPECIAL ARTICLES,Washington County Youth Service,2016,175,175
SPECIAL ARTICLES,Washington County Youth Service,2017,175,
SPECIAL ARTICLES,Washington County Youth Service,2018,175,
SPECIAL ARTICLES,VT Green Up,2016,100,100
SPECIAL ARTICLES,VT Green Up,2017,100,
SPECIAL ARTICLES,VT Green Up,2018,100,
SPECIAL ARTICLES,Montpelier Veteran's Council,2016,250,250
SPECIAL ARTICLES,Montpelier Veteran's Council,2017,200,
SPECIAL ARTICLES,Montpelier Veteran's Council,2018,0,
SPECIAL ARTICLES,RSVP,2016,250,250
SPECIAL ARTICLES,RSVP,2017,0,
SPECIAL ARTICLES,RSVP,2018,0,
SPECIAL ARTICLES,VT Rural Fire Prot Task Force,2016,100,100
SPECIAL ARTICLES,VT Rural Fire Prot Task Force,2017,100,
SPECIAL ARTICLES,VT Rural Fire Prot Task Force,2018,0,
