section,line_item,fiscal_year,budgeted,actual
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2018,10000,10000
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2019,0,
PUBLIC WORKS DEBT SERVICE,2010 International Dump-PRIN,2020,0,
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2018,350,262
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2019,0,
PUBLIC WORKS DEBT SERVICE,2010 Int Dump - INT,2020,0,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2018,0,0
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2019,25000,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-PRIN,2020,20355,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2018,0,0
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2019,2400,
PUBLIC WORKS DEBT SERVICE,2018 International Dump-INT,2020,3197,
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2018,29008,29007
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2019,29008,
PUBLIC WORKS DEBT SERVICE,2014 Western Star 4700 -PRIN,2020,0,
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2018,1619,1619
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2019,810,
PUBLIC WORKS DEBT SERVICE,2014 West. Star Trk-INTER,2020,0,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2018,5870,5870
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2019,5870,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK-PRIN,2020,0,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2018,347,342
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2019,174,
PUBLIC WORKS DEBT SERVICE,2015 GMC TRK - INT,2020,0,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2018,23658,23658
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2019,23658,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader -PRIN,2020,0,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2018,1396,1379
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2019,700,
PUBLIC WORKS DEBT SERVICE,2014 Komatsu Loader-INT,2020,0,
PUBLIC WORKS DEBT SERVICE,P/ W DEBT SERVICE -Sub Total,2018,72248,72136
PUBLIC WORKS DEBT SERVICE,P/ W DEBT SERVICE -Sub Total,2019,87620,
PUBLIC WORKS DEBT SERVICE,P/ W DEBT SERVICE -Sub Total,2020,49818,
PUBLIC WORKS DEBT SERVICE,TOTAL HIGHWAY,2018,676079,708752
PUBLIC WORKS DEBT SERVICE,TOTAL HIGHWAY,2019,707438,
PUBLIC WORKS DEBT SERVICE,TOTAL HIGHWAY,2020,688800,
CEMETERY,Labor,2018,4300,5280
CEMETERY,Labor,2019,6900,
CEMETERY,Labor,2020,6900,
CEMETERY,Materials,2018,1300,84
CEMETERY,Materials,2019,0,
CEMETERY,Materials,2020,0,
CEMETERY,Repair to Cemetery,2018,1300,0
CEMETERY,Repair to Cemetery,2019,0,
CEMETERY,Repair to Cemetery,2020,0,
CEMETERY,TOTAL CEMETERY,2018,6900,5364
CEMETERY,TOTAL CEMETERY,2019,6900,
CEMETERY,TOTAL CEMETERY,2020,6900,
RECREATION,Wages: Recreation,2018,3554,4074
RECREATION,Wages: Recreation,2019,5291,
RECREATION,Wages: Recreation,2020,6180,
RECREATION,REC: Payroll Tax,2018,272,305
RECREATION,REC: Payroll Tax,2019,445,
RECREATION,REC: Payroll Tax,2020,473,
RECREATION,REC:Workers Comp,2018,0,0
RECREATION,REC:Workers Comp,2019,0,
RECREATION,REC:Workers Comp,2020,345,
RECREATION,"Dues, Conferences, Travel",2018,0,0
RECREATION,"Dues, Conferences, Travel",2019,275,
RECREATION,"Dues, Conferences, Travel",2020,275,
RECREATION,Wrightsville Beach Dues,2018,1989,2170
RECREATION,Wrightsville Beach Dues,2019,1989,
RECREATION,Wrightsville Beach Dues,2020,2710,
RECREATION,"Town BOR- mowing, brush hog, aerating",2018,3000,6641
RECREATION,"Town BOR- mowing, brush hog, aerating",2019,3520,
RECREATION,"Town BOR- mowing, brush hog, aerating",2020,3520,
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2018,0,149
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2019,480,
RECREATION,"Recreation Supplies (seed, soil, fertilizer)",2020,480,
RECREATION,Portalet Rental,2018,0,0
RECREATION,Portalet Rental,2019,1200,
RECREATION,Portalet Rental,2020,600,
RECREATION,Learn to Swim Program,2018,700,-796
RECREATION,Learn to Swim Program,2019,500,
RECREATION,Learn to Swim Program,2020,500,
RECREATION,Recreation Equipment (nets/hardware),2018,0,0
RECREATION,Recreation Equipment (nets/hardware),2019,350,
RECREATION,Recreation Equipment (nets/hardware),2020,0,
RECREATION,Bandstand Mowing,2018,500,0
RECREATION,Bandstand Mowing,2019,0,
RECREATION,Bandstand Mowing,2020,0,
RECREATION,Walter Kelly Park-Mowing & Portalet,2018,0,0
RECREATION,Walter Kelly Park-Mowing & Portalet,2019,2920,
RECREATION,Walter Kelly Park-Mowing & Portalet,2020,2920,
RECREATION,Shady Rill Park,2018,5000,0
RECREATION,Shady Rill Park,2019,0,
RECREATION,Shady Rill Park,2020,0,
RECREATION,TOTAL RECREATION,2018,15015,12543
RECREATION,TOTAL RECREATION,2019,16970,
RECREATION,TOTAL RECREATION,2020,18003,
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2018,1500,5346
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2019,6916,
ZONING/BRD OF ADJUSTMENT,Wages: Zoning,2020,6180,
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2018,115,432
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2019,581,
ZONING/BRD OF ADJUSTMENT,Zoning: Payroll Tax,2020,473,
ZONING/BRD OF ADJUSTMENT,Zoning: Workers Compensation,2018,0,0
ZONING/BRD OF ADJUSTMENT,Zoning: Workers Compensation,2019,0,
ZONING/BRD OF ADJUSTMENT,Zoning: Workers Compensation,2020,27,
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2018,0,278
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2019,25,
ZONING/BRD OF ADJUSTMENT,Mileage/expenses,2020,25,
ZONING/BRD OF ADJUSTMENT,Advertising,2018,500,42
ZONING/BRD OF ADJUSTMENT,Advertising,2019,0,
ZONING/BRD OF ADJUSTMENT,Advertising,2020,0,
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2018,0,2364
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2019,0,
ZONING/BRD OF ADJUSTMENT,Zoning: Legal/enforcement,2020,1000,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2018,100,0
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2019,200,
ZONING/BRD OF ADJUSTMENT,Courses/Seminars,2020,200,
ZONING/BRD OF ADJUSTMENT,Total Zoning/BRD of Adjustment,2018,2215,8462
ZONING/BRD OF ADJUSTMENT,Total Zoning/BRD of Adjustment,2019,7722,
ZONING/BRD OF ADJUSTMENT,Total Zoning/BRD of Adjustment,2020,7905,
PLANNING COMMISSION,Advertising,2018,500,0
PLANNING COMMISSION,Advertising,2019,500,
PLANNING COMMISSION,Advertising,2020,500,
PLANNING COMMISSION,Mapping,2018,0,0
PLANNING COMMISSION,Mapping,2019,0,
PLANNING COMMISSION,Mapping,2020,0,
PLANNING COMMISSION,Mail Drop/Postage,2018,500,0
PLANNING COMMISSION,Mail Drop/Postage,2019,500,
PLANNING COMMISSION,Mail Drop/Postage,2020,500,
PLANNING COMMISSION,Printing & Copying,2018,500,0
PLANNING COMMISSION,Printing & Copying,2019,500,
PLANNING COMMISSION,Printing & Copying,2020,500,
PLANNING COMMISSION,Consultation,2018,500,0
PLANNING COMMISSION,Consultation,2019,500,
PLANNING COMMISSION,Consultation,2020,2500,
PLANNING COMMISSION,Total Planning Commission,2018,2000,0
PLANNING COMMISSION,Total Planning Commission,2019,2000,
PLANNING COMMISSION,Total Planning Commission,2020,4000,
TOTALS,TOTAL BUDGET,2018,1099071,1147838
TOTALS,TOTAL BUDGET,2019,1160515,
TOTALS,TOTAL BUDGET,2020,1187891,
