section,line_item,fiscal_year,budgeted,actual
Recreation,Ice Rink,2024,500,
Recreation,Ice Rink,2025,500,
Recreation,Walter Kelly Park-Mowing & Portalet,2023,3120,2835.11
Recreation,Walter Kelly Park-Mowing & Portalet,2024,3110,
Recreation,Walter Kelly Park-Mowing & Portalet,2025,2510,
Recreation,Facility Maintenance,2023,500,0.0
Recreation,Facility Maintenance,2024,1850,
Recreation,Facility Maintenance,2025,1680,
Recreation,Band Stand,2023,0,0.0
Recreation,Band Stand,2024,1500,
Recreation,Band Stand,2025,0,
Zoning/DRB,Wages: Zoning,2023,8486,6460.66
Zoning/DRB,Wages: Zoning,2024,8911,
Zoning/DRB,Wages: Zoning,2025,9238,
Zoning/DRB,Zoning: Payroll Tax,2023,649,504.39
Zoning/DRB,Zoning: Payroll Tax,2024,682,
Zoning/DRB,Zoning: Payroll Tax,2025,747,
Zoning/DRB,Zoning: Workers Compensation,2023,39,0.0
Zoning/DRB,Zoning: Workers Compensation,2024,43,
Zoning/DRB,Zoning: Workers Compensation,2025,111,
Zoning/DRB,Mileage/expenses,2023,150,345.2
Zoning/DRB,Mileage/expenses,2024,250,
Zoning/DRB,Mileage/expenses,2025,250,
Zoning/DRB,Advertising,2023,400,0.0
Zoning/DRB,Advertising,2024,400,
Zoning/DRB,Advertising,2025,400,
Zoning/DRB,Zoning: Legal/enforcement,2023,3000,112.5
Zoning/DRB,Zoning: Legal/enforcement,2024,3000,
Zoning/DRB,Zoning: Legal/enforcement,2025,3000,
Zoning/DRB,Postage,2023,0,0.0
Zoning/DRB,Postage,2024,300,
Zoning/DRB,Postage,2025,300,
Zoning/DRB,Courses/Seminars,2023,250,28.0
Zoning/DRB,Courses/Seminars,2024,250,
Zoning/DRB,Courses/Seminars,2025,250,
Planning Commission,Advertising,2023,1000,210.47
Planning Commission,Advertising,2024,750,
Planning Commission,Advertising,2025,0,
Planning Commission,Mail Drop/Postage,2023,1000,0.0
Planning Commission,Mail Drop/Postage,2024,800,
Planning Commission,Mail Drop/Postage,2025,800,
Planning Commission,Printing & Copying,2023,1000,0.0
Planning Commission,Printing & Copying,2024,150,
Planning Commission,Printing & Copying,2025,150,
Planning Commission,Consultation,2023,3500,1772.89
Planning Commission,Consultation,2024,3500,
Planning Commission,Consultation,2025,3500,
Planning Commission,PC Legal,2023,0,0.0
Planning Commission,PC Legal,2024,0,
Planning Commission,PC Legal,2025,0,
Planning Commission,Future Grant Match,2023,2000,0.0
Planning Commission,Future Grant Match,2024,2000,
Planning Commission,Future Grant Match,2025,0,
Planning Commission,NRPA-Natural Res Mapping,2023,0,2197.38
Planning Commission,NRPA-Natural Res Mapping,2024,0,
Planning Commission,NRPA-Natural Res Mapping,2025,0,
CIP Funding (Capital Improvement Planning),Town Hall Building Fund,2023,10000,10000.0
CIP Funding (Capital Improvement Planning),Town Hall Building Fund,2024,10000,
CIP Funding (Capital Improvement Planning),Town Hall Building Fund,2025,30000,
CIP Funding (Capital Improvement Planning),Equipment/Computer purchases & upgrades,2023,0,0.0
CIP Funding (Capital Improvement Planning),Equipment/Computer purchases & upgrades,2024,0,
CIP Funding (Capital Improvement Planning),Equipment/Computer purchases & upgrades,2025,0,
CIP Funding (Capital Improvement Planning),Asset-Equipment Fund,2023,0,0.0
CIP Funding (Capital Improvement Planning),Asset-Equipment Fund,2024,0,
CIP Funding (Capital Improvement Planning),Asset-Equipment Fund,2025,50000,
CIP Funding (Capital Improvement Planning),Highway Garage & Accessory Building Fund,2023,5000,5000.0
CIP Funding (Capital Improvement Planning),Highway Garage & Accessory Building Fund,2024,5000,
CIP Funding (Capital Improvement Planning),Highway Garage & Accessory Building Fund,2025,5000,
CIP Funding (Capital Improvement Planning),Heavy Equipment & Vehicle Upgrades/Purchases,2023,0,0.0
CIP Funding (Capital Improvement Planning),Heavy Equipment & Vehicle Upgrades/Purchases,2024,0,
CIP Funding (Capital Improvement Planning),Heavy Equipment & Vehicle Upgrades/Purchases,2025,0,
CIP Funding (Capital Improvement Planning),Bridge Fund,2023,6000,6000.0
CIP Funding (Capital Improvement Planning),Bridge Fund,2024,6000,
CIP Funding (Capital Improvement Planning),Bridge Fund,2025,6000,
CIP Funding (Capital Improvement Planning),Paving & Construction Fund,2023,20000,20000.0
CIP Funding (Capital Improvement Planning),Paving & Construction Fund,2024,30000,
CIP Funding (Capital Improvement Planning),Paving & Construction Fund,2025,30000,
CIP Funding (Capital Improvement Planning),FD-Building Fund,2023,0,0.0
CIP Funding (Capital Improvement Planning),FD-Building Fund,2024,0,
CIP Funding (Capital Improvement Planning),FD-Building Fund,2025,0,
CIP Funding (Capital Improvement Planning),Equipment Upgrades/Purchases,2023,0,0.0
CIP Funding (Capital Improvement Planning),Equipment Upgrades/Purchases,2024,0,
CIP Funding (Capital Improvement Planning),Equipment Upgrades/Purchases,2025,0,
CIP Funding (Capital Improvement Planning),Vehicle Purchases,2023,0,0.0
CIP Funding (Capital Improvement Planning),Vehicle Purchases,2024,0,
CIP Funding (Capital Improvement Planning),Vehicle Purchases,2025,0,
CIP Funding (Capital Improvement Planning),Radio Dispatch upgrade,2023,0,0.0
CIP Funding (Capital Improvement Planning),Radio Dispatch upgrade,2024,0,
CIP Funding (Capital Improvement Planning),Radio Dispatch upgrade,2025,0,
CIP Funding (Capital Improvement Planning),Structures & Grounds Upgrades,2023,0,0.0
CIP Funding (Capital Improvement Planning),Structures & Grounds Upgrades,2024,0,
CIP Funding (Capital Improvement Planning),Structures & Grounds Upgrades,2025,0,
CIP Funding (Capital Improvement Planning),Tennis Court Rehab,2023,5000,5000.0
CIP Funding (Capital Improvement Planning),Tennis Court Rehab,2024,5000,
CIP Funding (Capital Improvement Planning),Tennis Court Rehab,2025,5000,
Special Articles,Middlesex Conservation Fund,2023,5000,5000.0
Special Articles,Middlesex Conservation Fund,2024,5000,
Special Articles,Middlesex Conservation Fund,2025,2500,
Special Articles,CV Council on Aging,2023,250,250.0
Special Articles,CV Council on Aging,2024,250,
Special Articles,CV Council on Aging,2025,850,
Special Articles,CV Home Health & Hospice,2023,4050,4050.0
Special Articles,CV Home Health & Hospice,2024,4500,
Special Articles,CV Home Health & Hospice,2025,4500,
Special Articles,Middlesex Community Conn.,2023,3000,3000.0
Special Articles,Middlesex Community Conn.,2024,0,
Special Articles,Middlesex Community Conn.,2025,0,
Special Articles,Youth First Mentoring,2023,1500,1500.0
Special Articles,Youth First Mentoring,2024,1500,
Special Articles,Youth First Mentoring,2025,1500,
Special Articles,Kellogg-Hubbard Library,2023,32022,32022.0
Special Articles,Kellogg-Hubbard Library,2024,32022,
Special Articles,Kellogg-Hubbard Library,2025,35580,
Special Articles,Montpelier Senior Center,2023,7000,7000.0
Special Articles,Montpelier Senior Center,2024,0,
Special Articles,Montpelier Senior Center,2025,4000,
Special Articles,North Branch Nature Center,2023,2000,2000.0
Special Articles,North Branch Nature Center,2024,2500,
Special Articles,North Branch Nature Center,2025,2500,
Special Articles,Waterbury Area Senior Center,2023,7500,7500.0
Special Articles,Waterbury Area Senior Center,2024,10000,
Special Articles,Waterbury Area Senior Center,2025,10000,
Special Articles,Town Hall Design Plan,2023,0,0.0
Special Articles,Town Hall Design Plan,2024,0,
Special Articles,Town Hall Design Plan,2025,65000,
Special Articles - By Request: Under $251,American Red Cross,2023,250,250.0
Special Articles - By Request: Under $251,American Red Cross,2024,250,
Special Articles - By Request: Under $251,American Red Cross,2025,250,
Special Articles - By Request: Under $251,Big Heavy World,2023,250,250.0
Special Articles - By Request: Under $251,Big Heavy World,2024,250,
Special Articles - By Request: Under $251,Big Heavy World,2025,0,
Special Articles - By Request: Under $251,CV Adult Basic Education,2023,250,250.0
Special Articles - By Request: Under $251,CV Adult Basic Education,2024,250,
Special Articles - By Request: Under $251,CV Adult Basic Education,2025,250,
Special Articles - By Request: Under $251,CV Economic Development,2023,600,600.0
Special Articles - By Request: Under $251,CV Economic Development,2024,0,
Special Articles - By Request: Under $251,CV Economic Development,2025,250,
Special Articles - By Request: Under $251,The Childrens Room,2023,0,0.0
Special Articles - By Request: Under $251,The Childrens Room,2024,250,
Special Articles - By Request: Under $251,The Childrens Room,2025,250,
Special Articles - By Request: Under $251,Circle,2023,199,199.0
Special Articles - By Request: Under $251,Circle,2024,199,
Special Articles - By Request: Under $251,Circle,2025,199,
Special Articles - By Request: Under $251,Community Harvest of Central Vermont,2023,250,250.0
Special Articles - By Request: Under $251,Community Harvest of Central Vermont,2024,250,
Special Articles - By Request: Under $251,Community Harvest of Central Vermont,2025,250,
Special Articles - By Request: Under $251,Family Center of Washington County,2023,250,250.0
Special Articles - By Request: Under $251,Family Center of Washington County,2024,250,
Special Articles - By Request: Under $251,Family Center of Washington County,2025,250,
Special Articles - By Request: Under $251,Good Beginnings,2023,250,250.0
Special Articles - By Request: Under $251,Good Beginnings,2024,250,
Special Articles - By Request: Under $251,Good Beginnings,2025,0,
Special Articles - By Request: Under $251,Good Samaitian Haven,2023,250,250.0
Special Articles - By Request: Under $251,Good Samaitian Haven,2024,250,
Special Articles - By Request: Under $251,Good Samaitian Haven,2025,250,
Special Articles - By Request: Under $251,Green Mtn Transit,2023,249,249.0
Special Articles - By Request: Under $251,Green Mtn Transit,2024,250,
Special Articles - By Request: Under $251,Green Mtn Transit,2025,249,
Special Articles - By Request: Under $251,Green Up Vermont,2023,100,100.0
Special Articles - By Request: Under $251,Green Up Vermont,2024,100,
Special Articles - By Request: Under $251,Green Up Vermont,2025,100,
Special Articles - By Request: Under $251,Montpelier Veteran’s Council,2023,250,250.0
Special Articles - By Request: Under $251,Montpelier Veteran’s Council,2024,250,
Special Articles - By Request: Under $251,Montpelier Veteran’s Council,2025,250,
Special Articles - By Request: Under $251,Our House of Central Vermont,2023,250,250.0
Special Articles - By Request: Under $251,Our House of Central Vermont,2024,250,
Special Articles - By Request: Under $251,Our House of Central Vermont,2025,250,
Special Articles - By Request: Under $251,Peoples Health & Wellness,2023,250,250.0
Special Articles - By Request: Under $251,Peoples Health & Wellness,2024,250,
Special Articles - By Request: Under $251,Peoples Health & Wellness,2025,0,
Special Articles - By Request: Under $251,MOSAIC Sexual Assault Crisis Team,2023,250,250.0
Special Articles - By Request: Under $251,MOSAIC Sexual Assault Crisis Team,2024,250,
Special Articles - By Request: Under $251,MOSAIC Sexual Assault Crisis Team,2025,250,
Special Articles - By Request: Under $251,VT Assoc for the Blind,2023,249,249.0
Special Articles - By Request: Under $251,VT Assoc for the Blind,2024,249,
Special Articles - By Request: Under $251,VT Assoc for the Blind,2025,249,
Special Articles - By Request: Under $251,VT Center for Independent Living,2023,195,195.0
Special Articles - By Request: Under $251,VT Center for Independent Living,2024,195,
Special Articles - By Request: Under $251,VT Center for Independent Living,2025,195,
Special Articles - By Request: Under $251,Vermont Family Network,2023,250,250.0
Special Articles - By Request: Under $251,Vermont Family Network,2024,250,
Special Articles - By Request: Under $251,Vermont Family Network,2025,250,
Special Articles - By Request: Under $251,VT Rural Fire Prot Task Force,2023,100,100.0
Special Articles - By Request: Under $251,VT Rural Fire Prot Task Force,2024,250,
Special Articles - By Request: Under $251,VT Rural Fire Prot Task Force,2025,0,
Special Articles - By Request: Under $251,Washington County Diversion,2023,250,250.0
Special Articles - By Request: Under $251,Washington County Diversion,2024,250,
Special Articles - By Request: Under $251,Washington County Diversion,2025,250,
Special Articles - By Request: Under $251,ELEVATE (Washington County Youth Service),2023,175,175.0
Special Articles - By Request: Under $251,ELEVATE (Washington County Youth Service),2024,175,
Special Articles - By Request: Under $251,ELEVATE (Washington County Youth Service),2025,250,
